ID	FN	Date	FollowHours	DOB	Begger.id	ExactAge	AgeClass	Sex	Mother	Target	Time	FoodItem	RelationtoB	Complexity	Success	Site
611	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:11	ULAT_IN	mother	5		wild
612	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:12	ULAT_IN	mother	5		wild
613	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:17	ULAT_IN	mother	5		wild
614	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:23	ULAT_IN	mother	5	yes	wild
615	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:23	ULAT_IN	mother	5	no	wild
616	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:31	ULAT_IN	mother	5	yes	wild
617	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:36	UNK	mother		no	wild
618	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	06:58	UNK	mother		no	wild
619	745	11/02/2011	10.83	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:06	UNK	mother		no	wild
620	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	14:13	UNK	mother		no	wild
621	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	15:17	UNK	mother		yes	wild
622	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:17	UNK	mother			wild
623	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:28	UNK	mother			wild
624	1208	28/01/2014	12.55	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:04	UNK	mother		yes	wild
625	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	17:01	UNK	mother			wild
626	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	08:40	UNK	mother		no	wild
627	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:14	UNK	mother		yes	wild
628	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:15	UNK	mother		yes	wild
629	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:17	UNK	mother		no	wild
630	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:20	UNK	mother			wild
631	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:24	UNK	mother		yes	wild
632	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:28	UNK	mother			wild
633	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:46	UNK	mother		no	wild
634	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:50	UNK	mother		no	wild
635	1231	07/02/2014	9.53	01/04/2013	Rendang	0.9	1	male	Raffi	Raffi	11:50	UNK	mother		no	wild
636	1264	25/02/2014	11.87	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	16:54	UNK	mother			wild
637	1264	25/02/2014	11.87	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	17:00	UNK	mother			wild
638	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:39	UNK	mother			wild
639	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:47	UNK	mother			wild
640	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:48	UNK	mother		yes	wild
641	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:49	UNK	mother		yes	wild
642	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	14:13	UNK	mother		no	wild
643	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	18:13	UNK	mother		no	wild
644	1272	04/03/2014	10.70	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	07:31	UNK	mother		no	wild
645	1278	10/03/2014	11.97	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	10:34	UNK	mother		no	wild
646	1288	15/03/2014	11.02	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:18	UNK	mother			wild
647	1288	15/03/2014	11.02	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:30	UNK	mother			wild
648	1298	21/03/2014	4.57	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	13:54	UNK	mother			wild
649	1298	21/03/2014	4.57	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	14:11	UNK	mother			wild
650	1302	24/03/2014	11.80	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	07:38	UNK	mother			wild
651	1302	24/03/2014	11.80	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	11:10	UNK	mother		yes	wild
652	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	13:18	UNK	mother			wild
653	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	15:03	UNK	mother			wild
654	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	07:57	UNK	mother			wild
655	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	11:38	UNK	mother			wild
656	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	11:41	UNK	mother			wild
657	1318	05/04/2014	12.70	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	13:44	UNK	mother			wild
658	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	14:54	UNK	mother		yes	wild
659	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	15:06	UNK	mother		yes	wild
660	1326	04/05/2014	8.00	01/07/2010	Lois	3.8	4	male	Lisa	Lisa	17:06	UNK	mother		yes	wild
661	1332	08/05/2014	11.82	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	07:36	UNK	mother			wild
662	1336	10/05/2014	12.22	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	15:39	UNK	mother		yes	wild
663	1423	02/02/2015	7.77	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	11:17	UNK	mother			wild
664	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:35	UNK	mother		no	wild
665	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:42	UNK	mother		no	wild
666	1492	28/03/2015	12.03	01/11/2014	Eden	0.4	0.5	female	Ellie	Ellie	07:21	UNK	mother			wild
667	1655	01/11/2016	11.87	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	06:30	UNK	mother		no	wild
668	1673	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:10	UNK	mother			wild
669	1673	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:24	UNK	mother			wild
670	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:39	UNK	mother		no	wild
671	1778	08/02/2017	11.68	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	08:06	UNK	mother			wild
672	1778	08/02/2017	11.68	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:53	UNK	mother			wild
673	1816	17/02/2017	11.37	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	14:58	UNK	mother			wild
674	1846	02/03/2017	10.97	01/07/2010	Lois	6.7	6.5	male	Lisa	Lisa	13:52	UNK	mother		no	wild
675	1855	24/03/2017	12.53	01/11/2014	Eden	2.4	2.5	female	Ellie	Ellie	11:41	UNK	mother		yes	wild
676	1858	25/03/2017	11.70	01/08/2012	Frankie	4.6	4.5	male	Friska	Friska	11:14	UNK	mother			wild
677	1883	04/04/2017	12.27	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	18:11	UNK	mother		yes	wild
678	1884	05/04/2017	12.07	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	17:00	UNK	mother			wild
679	2020	03/07/2017	12.70	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	07:55	UNK	mother			wild
680	2026	06/07/2017	11.87	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	11:44	UNK	mother		no	wild
681	2028	07/07/2017	11.53	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:19	UNK	mother		no	wild
682	2057	19/07/2017	12.27	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	18:01	UNK	mother			wild
683	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	16:21	UNK	mother		yes	wild
684	2077	04/08/2017	11.83	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	16:04	UNK	mother		no	wild
685	2077	04/08/2017	11.83	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	16:40	UNK	mother		no	wild
686	2208	09/01/2018	12.17	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	10:51	UNK	mother		no	wild
687	2208	09/01/2018	12.17	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	14:47	UNK	mother		yes	wild
688	2211	10/01/2018	11.57	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	14:35	UNK	mother		yes	wild
689	2225	31/01/2018	7.55	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	12:06	UNK	mother			wild
690	2225	31/01/2018	7.55	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	12:06	UNK	mother		no	wild
691	2312	20/03/2018	9.00	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	10:57	UNK	mother		yes	wild
692	2359	12/05/2018	11.33	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:10	UNK	mother		no	wild
693	2360	18/05/2018	8.77	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:00	UNK	mother			wild
694	2383	02/06/2018	11.30	01/07/2010	Lois	7.9	8	male	Lisa	Lisa	09:28	UNK	mother			wild
695	2388	03/06/2018	5.27	01/07/2010	Lois	7.9	8	male	Lisa	Lisa	10:51	AKAR_NA	mother		no	wild
696	1291	17/03/2014	8.43	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	10:02	UNK_BK	mother	2	yes	wild
697	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:24	UNK_FR	mother		no	wild
698	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:42	UNK_FR	mother		yes	wild
699	1231	07/02/2014	9.53	01/04/2013	Rendang	0.9	1	male	Raffi	Raffi	10:49	UNK_FR	mother		no	wild
700	1398	19/11/2014	5.57	01/07/2010	Lois	4.4	4.5	male	Lisa	Lisa	11:17	UNK_FR	mother		yes	wild
701	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:01	UNK_FR	mother			wild
702	2159	29/11/2017	7.90	01/08/2012	Frankie	5.3	5.5	male	Friska	Friska	12:39	UNK_FR	mother		no	wild
703	2488	11/10/2018	9.67	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	10:02	UNK_FR	mother			wild
704	1024	17/06/2013	4.80	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:51	UNK_IN	mother	2.5	no	wild
705	1280	11/03/2014	12.10	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:33	UNK_IN	mother	2.5	no	wild
706	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	11:41	UNK_IN	mother	2.5	yes	wild
707	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	14:25	UNK_IN	mother	2.5		wild
708	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	14:26	UNK_IN	mother	2.5		wild
709	1324	10/04/2014	10.80	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	07:53	UNK_IN	mother	2.5	yes	wild
710	1336	10/05/2014	12.22	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	16:04	UNK_IN	mother	2.5		wild
711	1369	02/09/2014	12.20	01/04/2012	Cinnamon	2.4	2.5	female	Cissy	Cissy	10:38	UNK_IN	mother	2.5		wild
712	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	08:40	UNK_IN	mother	2.5	yes	wild
713	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	09:08	UNK_IN	mother	2.5	yes	wild
714	1692	01/12/2016	7.47	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:56	UNK_IN	mother	2.5	no	wild
715	1753	01/02/2017	11.58	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	14:04	UNK_IN	mother	2.5	no	wild
716	1753	01/02/2017	11.58	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	14:19	UNK_IN	mother	2.5	no	wild
717	1879	02/04/2017	12.00	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	10:20	UNK_IN	mother	2.5	no	wild
718	1884	05/04/2017	12.07	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	13:06	UNK_IN	mother	2.5	no	wild
719	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	10:37	UNK_IN	mother	2.5	no	wild
720	2005	25/06/2017	11.68	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	16:05	UNK_IN	mother	2.5	no	wild
721	2011	30/06/2017	11.33	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	16:35	UNK_IN	mother	2.5	no	wild
722	2036	10/07/2017	12.23	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	15:50	UNK_IN	mother	2.5	yes	wild
723	2159	29/11/2017	7.90	01/08/2012	Frankie	5.3	5.5	male	Friska	Friska	07:16	UNK_IN	mother	2.5	yes	wild
724	2208	09/01/2018	12.17	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	16:30	UNK_IN	mother	2.5	no	wild
725	2291	11/03/2018	11.42	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	13:01	UNK_IN	mother	2.5	no	wild
726	2383	02/06/2018	11.30	01/07/2010	Lois	7.9	8	male	Lisa	Lisa	09:25	UNK_IN	mother	2.5		wild
727	2553	19/12/2018	12.28	01/11/2014	Eden	4.1	4	female	Ellie	Ellie	17:53	UNK_IN	mother	2.5	yes	wild
728	2553	19/12/2018	12.28	01/11/2014	Eden	4.1	4	female	Ellie	Ellie	17:54	UNK_IN	mother	2.5	no	wild
729	1008	12/06/2013	8.87	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:10	UNK_LV	mother	0		wild
730	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	10:16	UNK_LV	mother	0	yes	wild
731	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:31	UNK_LV	mother	0		wild
732	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:13	UNK_LV	mother	0	no	wild
733	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	14:26	UNK_LV	mother	0	no	wild
734	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	15:54	UNK_LV	mother	0	yes	wild
735	2102	02/09/2017	8.00	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	11:39	UNK_LV	mother	0		wild
736	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	12:13	UNK_LV	mother	0		wild
737	2543	15/12/2018	7.30	01/04/2012	Cinnamon	6.7	6.5	female	Cissy	Cissy	13:02	UNK_LV	mother	0	no	wild
738	1768	05/02/2017	11.83	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:46	UNK_VE	mother	4	yes	wild
739	1768	05/02/2017	11.83	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:51	UNK_VE	mother	4	yes	wild
740	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	16:10	UNK_VE	mother	4	no	wild
741	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:29	UNK_VE	mother	4	yes	wild
742	1283	12/03/2014	12.18	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	13:45	UNK_VE	mother	4	yes	wild
743	1302	24/03/2014	11.80	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	14:23	UNK_VE	mother	4	yes	wild
744	1304	25/03/2014	10.47	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	14:46	UNK_VE	mother	4	no	wild
745	2011	30/06/2017	11.33	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	11:38	UNK_VE	mother	4	yes	wild
746	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:00	UNK_LV	mother	0	yes	wild
747	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	17:15	UNK_LV	mother	0	no	wild
748	1148	29/10/2013	4.10	01/04/2012	Cinnamon	1.6	1.5	female	Cissy	Cissy	16:15	UNK_LV	mother	0	no	wild
749	1148	29/10/2013	4.10	01/04/2012	Cinnamon	1.6	1.5	female	Cissy	Cissy	16:24	UNK_LV	mother	0	no	wild
750	1259	23/02/2014	3.20	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	15:05	UNK_LV	mother	0	no	wild
751	4	29/06/2007	11.80	01/01/2006	Ronaldo	1.5	1.5	male	Raffi	Raffi	14:58	UNK_LV	mother	0		wild
752	4	29/06/2007	11.80	01/01/2006	Ronaldo	1.5	1.5	male	Raffi	Raffi	15:28	MLK_FR	mother	2.35		wild
753	4	29/06/2007	11.80	01/01/2006	Ronaldo	1.5	1.5	male	Raffi	Raffi	17:24	UNK_LV	mother	0	no	wild
754	4	29/06/2007	11.80	01/01/2006	Ronaldo	1.5	1.5	male	Raffi	Raffi	17:31	UNK_LV	mother	0	yes	wild
755	4	29/06/2007	11.80	01/01/2006	Ronaldo	1.5	1.5	male	Raffi	Raffi	17:32	UNK_LV	mother	0	yes	wild
756	9	06/07/2007	12.05	01/01/2005	Fredy	2.5	2.5	male	Friska	Friska	08:02	MLK_FR	mother	2.35	no	wild
757	13	08/07/2007	11.25	01/01/2005	Fredy	2.5	2.5	male	Friska	Friska	08:00	RAYAP_IN	mother	3	yes	wild
758	13	08/07/2007	11.25	01/01/2005	Fredy	2.5	2.5	male	Friska	Friska	08:08	RAYAP_IN	mother	3	yes	wild
759	13	08/07/2007	11.25	01/01/2005	Fredy	2.5	2.5	male	Friska	Friska	08:10	RAYAP_IN	mother	3	yes	wild
760	31	20/08/2007	10.60	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	10:21	PWN_FR	mother	2	yes	wild
761	31	20/08/2007	10.60	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	11:35	RAYAP_IN	mother	3	yes	wild
762	31	20/08/2007	10.60	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	17:39	PWN_FR	mother	2	yes	wild
763	31	20/08/2007	10.60	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	17:42	PWN_FR	mother	2	yes	wild
764	39	21/08/2007	12.62	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	14:03	MLK_FR	mother	2.35	yes	wild
765	46	23/08/2007	12.42	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	06:26	PWN_FR	mother	2	yes	wild
766	46	23/08/2007	12.42	01/01/2001	Lilly	6.6	6.5	female	Lisa	Lisa	08:48	PWN_FR	mother	2	yes	wild
767	53	28/08/2007	7.92	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	15:25	PWN_FR	mother	2	no	wild
768	57	29/08/2007	12.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:59	PWN_FR	mother	2	yes	wild
769	57	29/08/2007	12.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	11:54	PWN_FR	mother	2	yes	wild
770	57	29/08/2007	12.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	11:56	PWN_FR	mother	2	yes	wild
771	57	29/08/2007	12.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	15:14	PWN_FR	mother	2	yes	wild
772	57	29/08/2007	12.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	15:25	UNK_IN	mother	2.5	no	wild
773	57	29/08/2007	12.68	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	15:50	UNK_IN	mother	2.5	yes	wild
774	62	30/08/2007	11.60	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:52	PWN_FR	mother	2	yes	wild
775	62	30/08/2007	11.60	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	14:50	RAYAP_IN	mother	3	yes	wild
776	62	30/08/2007	11.60	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	13:34	PWN_FR	mother	2	yes	wild
777	62	30/08/2007	11.60	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	14:08	PWN_FR	mother	2	yes	wild
778	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	06:56	PWN_FR	mother	2	yes	wild
779	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:04	PWN_FR	mother	2	yes	wild
780	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	13:33	PWN_FR	mother	2	yes	wild
781	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:50	PWN_FR	mother	2	yes	wild
782	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:51	PWN_FR	mother	2	yes	wild
783	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:52	PWN_FR	mother	2	yes	wild
784	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	07:54	PWN_FR	mother	2	yes	wild
785	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	08:33	PWN_FR	mother	2	no	wild
786	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	09:07	MLK_FR	mother	2.35	yes	wild
787	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	09:11	MLK_FR	mother	2.35	yes	wild
788	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	13:09	RAYAP_IN	mother	3	no	wild
789	68	02/09/2007	11.30	01/01/2006	Ronaldo	1.7	1.5	male	Raffi	Raffi	14:39	PWN_FR	mother	2	no	wild
790	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	09:01	UBR_FR	mother	3	yes	wild
791	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	11:45	RSKU_FR	mother	1	no	wild
792	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	11:48	RSKU_FR	mother	1	no	wild
793	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:30	UNK	mother		yes	wild
794	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:32	UNK	mother		yes	wild
795	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:51	UNK	mother		yes	wild
796	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:53	UNK	mother		yes	wild
797	107	04/10/2007	9.37	01/01/2001	Lilly	6.8	7	female	Lisa	Lisa	12:55	UNK	mother		yes	wild
798	115	21/10/2007	0.80	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	17:39	MLK_FR	mother	2.35	yes	wild
799	115	21/10/2007	0.80	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	17:43	MLK_FR	mother	2.35	yes	wild
800	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	13:47	BSG_FR	mother	3	yes	wild
801	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	14:35	BSG_FR	mother	3	yes	wild
802	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	15:05	BSG_FR	mother	3	no	wild
803	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	15:09	BSG_FR	mother	3	no	wild
804	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	15:46	RAYAP_IN	mother	3	yes	wild
805	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	16:09	PRD_FR	mother	3	yes	wild
806	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	16:20	PRD_FR	mother	3	no	wild
807	117	22/10/2007	10.50	01/01/2006	Ronaldo	1.8	2	male	Raffi	Raffi	16:25	PRD_FR	mother	3	yes	wild
808	123	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:12	BSG_FR	mother	3	yes	wild
809	123	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:01	BSG_FR	mother	3	yes	wild
810	123	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:16	BSG_FR	mother	3	yes	wild
811	123	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:19	BSG_FR	mother	3	yes	wild
812	123	30/10/2007	8.35	01/01/2005	Fredy	2.8	3	male	Friska	Friska	15:28	BSG_FR	mother	3	yes	wild
813	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	08:32	RAYAP_IN	mother	3	no	wild
814	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	11:08	SPG_FR	mother	3	no	wild
815	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:08	BSG_FR	mother	3	yes	wild
816	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:12	BSG_FR	mother	3	yes	wild
817	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:55	BSG_FR	mother	3	yes	wild
818	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	12:56	BSG_FR	mother	3	no	wild
819	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	13:58	BSG_FR	mother	3	yes	wild
820	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:06	BSG_FR	mother	3	yes	wild
821	125	31/10/2007	11.68	01/01/2005	Fredy	2.8	3	male	Friska	Friska	14:10	BSG_FR	mother	3	yes	wild
