ID	FN	Date	FollowHours	DOB	Beggar	ExactAge	AgeClass	Sex	Mother	Target	Time	Species_Item_Simple	RelationtoB	TargetRelation	ProcessingSteps_Complexity	PopFreq_Rarity	Success
560	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	15:13	SPG_FR	mother	mother	3	0.052972439	no
561	1434	07/02/2015	10.82	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	10:46	SPG_FR	mother	mother	3	0.052972439	no
562	1436	08/02/2015	10.70	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	13:55	SPG_FR	mother	mother	3	0.052972439	no
563	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:49	SPG_FR	mother	mother	3	0.052972439	no
564	1670	10/11/2016	10.53	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:31	SPG_FR	mother	mother	3	0.052972439	no
565	1670	10/11/2016	10.53	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:31	SPG_FR	mother	mother	3	0.052972439	yes
566	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	06:51	SPG_FR	mother	mother	3	0.052972439	
567	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:03	SPG_FR	mother	mother	3	0.052972439	no
568	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:04	SPG_FR	mother	mother	3	0.052972439	no
569	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:05	SPG_FR	mother	mother	3	0.052972439	no
570	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	07:37	SPG_FR	mother	mother	3	0.052972439	yes
571	1298	21/03/2014	4.57	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	13:15	STICK	mother	mother	4	1.01909E-05	yes
572	2567	26/01/2019	11.00	01/08/2012	Frankie	6.5	6.5	male	Friska	Friska	16:31	STICK	mother	mother	4	1.01909E-05	no
573	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	14:44	TLS_BERDURI_LV	mother	mother	0	0.000101909	yes
574	1350	25/05/2014	11.60	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	17:09	TMPGRW_FR	mother	mother	3	0.00016815	yes
575	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:47	TMPGRW_FR	mother	mother	3	0.00016815	no
576	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:48	TMPGRW_FR	mother	mother	3	0.00016815	no
577	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:48	TMPGRW_FR	mother	mother	3	0.00016815	
578	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:47	TMPGRW_FR	mother	mother	3	0.00016815	no
579	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:47	TMPGRW_FR	mother	mother	3	0.00016815	
580	2294	12/03/2018	11.83	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	09:01	TOOLUSE	mother	mother	5	1.52864E-05	yes
581	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:58	TPSBT_FR	mother	mother	1	0.050766103	
582	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	14:39	TPSBT_FR	mother	mother	1	0.050766103	no
583	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	08:59	TPSBT_FR	mother	mother	1	0.050766103	no
584	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:05	TPSBT_FR	mother	mother	1	0.050766103	no
585	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	06:54	TPSBT_FR	mother	mother	1	0.050766103	no
586	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	08:01	TPSBT_FR	mother	mother	1	0.050766103	no
587	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:35	TPSBT_FR	mother	mother	1	0.050766103	no
588	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	08:04	TPSBT_FR	mother	mother	1	0.050766103	no
589	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	08:54	TPSBT_FR	mother	mother	1	0.050766103	no
590	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	13:18	TPSBT_FR	mother	mother	1	0.050766103	
591	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	15:02	TPSBT_FR	mother	mother	1	0.050766103	yes
592	1316	04/04/2014	11.95	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	06:59	TPSBT_FR	mother	mother	1	0.050766103	no
593	2567	26/01/2019	11.00	01/08/2012	Frankie	6.5	6.5	male	Friska	Friska	11:22	TPSBT_FR	mother	mother	1	0.050766103	no
594	2332	15/04/2018	9.40	01/07/2010	Lois	7.8	8	male	Lisa	Lisa	14:25	TREEHOLE	mother	mother	3	5.09546E-06	no
595	766	12/02/2011	13.00	01/01/2005	Fredy	6.1	6	male	Friska	Friska	11:19	TWIG	mother	mother	4	2.03819E-05	no
596	755	16/02/2011	10.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:45	TWIG	mother	mother	4	2.03819E-05	
597	1283	12/03/2014	12.18	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	16:28	TWIG	mother	mother	4	2.03819E-05	yes
598	2360	18/05/2018	8.77	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	15:55	TWIG	mother	mother	4	2.03819E-05	yes
599	1130	12/10/2013	10.93	01/04/2013	Simba	0.5	0.5	male	Sarabi	Sarabi	13:20	UBR_FR	mother	mother	3	0.016015042	no
600	1130	12/10/2013	10.93	01/04/2013	Simba	0.5	0.5	male	Sarabi	Sarabi	16:07	UBR_FR	mother	mother	3	0.016015042	no
601	1372	10/09/2014	5.47	01/08/2012	Frankie	2.1	2	male	Friska	Friska	14:37	UBR_FR	mother	mother	3	0.016015042	no
602	1372	10/09/2014	5.47	01/08/2012	Frankie	2.1	2	male	Friska	Friska	14:56	UBR_FR	mother	mother	3	0.016015042	no
603	1492	28/03/2015	12.03	01/11/2014	Eden	0.4	0.5	female	Ellie	Ellie	11:08	UBR_FR	mother	mother	3	0.016015042	
604	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:39	UBR_FR	mother	mother	3	0.016015042	
605	1845	02/03/2017	10.97	01/07/2010	Lois	6.7	6.5	male	Lisa	Lisa	13:40	UBR_FR	mother	mother	3	0.016015042	
606	1895	11/04/2017	12.07	01/06/2014	Tornado	2.9	3	male	Tiara	Tiara	14:08	UBR_FR	mother	mother	3	0.016015042	yes
607	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	16:25	UBR_FR	mother	mother	3	0.016015042	
608	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	16:25	UBR_FR	mother	mother	3	0.016015042	yes
609	2472	04/10/2018	9.93	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	12:44	UBR_FR	mother	mother	3	0.016015042	yes
610	2472	04/10/2018	9.93	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	12:44	UBR_FR	mother	mother	3	0.016015042	yes
611	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:11	ULAT_IN	mother	mother	5	0.001289152	
612	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:12	ULAT_IN	mother	mother	5	0.001289152	
613	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:17	ULAT_IN	mother	mother	5	0.001289152	
614	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:23	ULAT_IN	mother	mother	5	0.001289152	yes
615	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:23	ULAT_IN	mother	mother	5	0.001289152	no
616	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:31	ULAT_IN	mother	mother	5	0.001289152	yes
617	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:36	UNK	mother	mother		0.000835656	no
618	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	06:58	UNK	mother	mother		0.000835656	no
619	745	11/02/2011	10.83	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:06	UNK	mother	mother		0.000835656	no
620	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	14:13	UNK	mother	mother		0.000835656	no
621	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	15:17	UNK	mother	mother		0.000835656	yes
622	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:17	UNK	mother	mother		0.000835656	
623	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:28	UNK	mother	mother		0.000835656	
624	1208	28/01/2014	12.55	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:04	UNK	mother	mother		0.000835656	yes
625	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	17:01	UNK	mother	mother		0.000835656	
626	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	08:40	UNK	mother	mother		0.000835656	no
627	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:14	UNK	mother	mother		0.000835656	yes
628	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:15	UNK	mother	mother		0.000835656	yes
629	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:17	UNK	mother	mother		0.000835656	no
630	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:20	UNK	mother	mother		0.000835656	
631	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:24	UNK	mother	mother		0.000835656	yes
632	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:28	UNK	mother	mother		0.000835656	
633	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:46	UNK	mother	mother		0.000835656	no
634	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:50	UNK	mother	mother		0.000835656	no
635	1231	07/02/2014	9.53	01/04/2013	Rendang	0.9	1	male	Raffi	Raffi	11:50	UNK	mother	mother		0.000835656	no
636	1264	25/02/2014	11.87	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	16:54	UNK	mother	mother		0.000835656	
637	1264	25/02/2014	11.87	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	17:00	UNK	mother	mother		0.000835656	
638	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:39	UNK	mother	mother		0.000835656	
639	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:47	UNK	mother	mother		0.000835656	
640	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:48	UNK	mother	mother		0.000835656	yes
641	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	10:49	UNK	mother	mother		0.000835656	yes
642	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	14:13	UNK	mother	mother		0.000835656	no
643	1269	27/02/2014	12.07	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	18:13	UNK	mother	mother		0.000835656	no
644	1272	04/03/2014	10.70	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	07:31	UNK	mother	mother		0.000835656	no
645	1278	10/03/2014	11.97	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	10:34	UNK	mother	mother		0.000835656	no
646	1288	15/03/2014	11.02	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:18	UNK	mother	mother		0.000835656	
647	1288	15/03/2014	11.02	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:30	UNK	mother	mother		0.000835656	
648	1298	21/03/2014	4.57	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	13:54	UNK	mother	mother		0.000835656	
649	1298	21/03/2014	4.57	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	14:11	UNK	mother	mother		0.000835656	
650	1302	24/03/2014	11.80	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	07:38	UNK	mother	mother		0.000835656	
651	1302	24/03/2014	11.80	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	11:10	UNK	mother	mother		0.000835656	yes
652	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	13:18	UNK	mother	mother		0.000835656	
653	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	15:03	UNK	mother	mother		0.000835656	
654	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	07:57	UNK	mother	mother		0.000835656	
655	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	11:38	UNK	mother	mother		0.000835656	
656	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	11:41	UNK	mother	mother		0.000835656	
657	1318	05/04/2014	12.70	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	13:44	UNK	mother	mother		0.000835656	
658	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	14:54	UNK	mother	mother		0.000835656	yes
659	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	15:06	UNK	mother	mother		0.000835656	yes
660	1326	04/05/2014	8.00	01/07/2010	Lois	3.8	4	male	Lisa	Lisa	17:06	UNK	mother	mother		0.000835656	yes
661	1332	08/05/2014	11.82	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	07:36	UNK	mother	mother		0.000835656	
662	1336	10/05/2014	12.22	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	15:39	UNK	mother	mother		0.000835656	yes
663	1423	02/02/2015	7.77	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	11:17	UNK	mother	mother		0.000835656	
664	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:35	UNK	mother	mother		0.000835656	no
665	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:42	UNK	mother	mother		0.000835656	no
666	1492	28/03/2015	12.03	01/11/2014	Eden	0.4	0.5	female	Ellie	Ellie	07:21	UNK	mother	mother		0.000835656	
667	1655	01/11/2016	11.87	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	06:30	UNK	mother	mother		0.000835656	no
668	1673	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:10	UNK	mother	mother		0.000835656	
669	1673	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:24	UNK	mother	mother		0.000835656	
670	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:39	UNK	mother	mother		0.000835656	no
671	1778	08/02/2017	11.68	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	08:06	UNK	mother	mother		0.000835656	
672	1778	08/02/2017	11.68	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:53	UNK	mother	mother		0.000835656	
673	1816	17/02/2017	11.37	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	14:58	UNK	mother	mother		0.000835656	
674	1846	02/03/2017	10.97	01/07/2010	Lois	6.7	6.5	male	Lisa	Lisa	13:52	UNK	mother	mother		0.000835656	no
675	1855	24/03/2017	12.53	01/11/2014	Eden	2.4	2.5	female	Ellie	Ellie	11:41	UNK	mother	mother		0.000835656	yes
676	1858	25/03/2017	11.70	01/08/2012	Frankie	4.6	4.5	male	Friska	Friska	11:14	UNK	mother	mother		0.000835656	
677	1883	04/04/2017	12.27	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	18:11	UNK	mother	mother		0.000835656	yes
678	1884	05/04/2017	12.07	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	17:00	UNK	mother	mother		0.000835656	
679	2020	03/07/2017	12.70	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	07:55	UNK	mother	mother		0.000835656	
680	2026	06/07/2017	11.87	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	11:44	UNK	mother	mother		0.000835656	no
681	2028	07/07/2017	11.53	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:19	UNK	mother	mother		0.000835656	no
682	2057	19/07/2017	12.27	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	18:01	UNK	mother	mother		0.000835656	
683	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	16:21	UNK	mother	mother		0.000835656	yes
684	2077	04/08/2017	11.83	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	16:04	UNK	mother	mother		0.000835656	no
685	2077	04/08/2017	11.83	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	16:40	UNK	mother	mother		0.000835656	no
686	2208	09/01/2018	12.17	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	10:51	UNK	mother	mother		0.000835656	no
687	2208	09/01/2018	12.17	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	14:47	UNK	mother	mother		0.000835656	yes
688	2211	10/01/2018	11.57	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	14:35	UNK	mother	mother		0.000835656	yes
689	2225	31/01/2018	7.55	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	12:06	UNK	mother	mother		0.000835656	
690	2225	31/01/2018	7.55	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	12:06	UNK	mother	mother		0.000835656	no
691	2312	20/03/2018		01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	10:57	UNK	mother	mother		0.000835656	yes
692	2359	12/05/2018	11.33	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:10	UNK	mother	mother		0.000835656	no
693	2360	18/05/2018	8.77	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:00	UNK	mother	mother		0.000835656	
694	2383	02/06/2018	11.30	01/07/2010	Lois	7.9	8	male	Lisa	Lisa	09:28	UNK	mother	mother		0.000835656	
695	2388	03/06/2018	5.27	01/07/2010	Lois	7.9	8	male	Lisa	Lisa	10:51	AKAR_NA	mother	mother		0.000443305	no
696	1291	17/03/2014	8.43	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	10:02	UNK_BK	mother	mother	2	9.17183E-05	yes
697	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:24	UNK_FR	mother	mother		0.001447112	no
698	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:42	UNK_FR	mother	mother		0.001447112	yes
699	1231	07/02/2014	9.53	01/04/2013	Rendang	0.9	1	male	Raffi	Raffi	10:49	UNK_FR	mother	mother		0.001447112	no
700	1398	19/11/2014	5.57	01/07/2010	Lois	4.4	4.5	male	Lisa	Lisa	11:17	UNK_FR	mother	mother		0.001447112	yes
701	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:01	UNK_FR	mother	mother		0.001447112	
702	2159	29/11/2017	7.90	01/08/2012	Frankie	5.3	5.5	male	Friska	Friska	12:39	UNK_FR	mother	mother		0.001447112	no
703	2488	11/10/2018	9.67	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	10:02	UNK_FR	mother	mother		0.001447112	
704	1024	17/06/2013	4.80	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:51	UNK_IN	mother	mother	2.5	0.000214009	no
705	1280	11/03/2014	12.10	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:33	UNK_IN	mother	mother	2.5	0.000214009	no
706	1314	03/04/2014	12.18	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	11:41	UNK_IN	mother	mother	2.5	0.000214009	yes
707	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	14:25	UNK_IN	mother	mother	2.5	0.000214009	
708	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	14:26	UNK_IN	mother	mother	2.5	0.000214009	
709	1324	10/04/2014	10.80	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	07:53	UNK_IN	mother	mother	2.5	0.000214009	yes
710	1336	10/05/2014	12.22	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	16:04	UNK_IN	mother	mother	2.5	0.000214009	
711	1369	02/09/2014	12.20	01/04/2012	Cinnamon	2.4	2.5	female	Cissy	Cissy	10:38	UNK_IN	mother	mother	2.5	0.000214009	
712	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	08:40	UNK_IN	mother	mother	2.5	0.000214009	yes
713	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	09:08	UNK_IN	mother	mother	2.5	0.000214009	yes
714	1692	01/12/2016	7.47	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:56	UNK_IN	mother	mother	2.5	0.000214009	no
715	1753	01/02/2017	11.58	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	14:04	UNK_IN	mother	mother	2.5	0.000214009	no
716	1753	01/02/2017	11.58	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	14:19	UNK_IN	mother	mother	2.5	0.000214009	no
717	1879	02/04/2017	12.00	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	10:20	UNK_IN	mother	mother	2.5	0.000214009	no
718	1884	05/04/2017	12.07	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	13:06	UNK_IN	mother	mother	2.5	0.000214009	no
719	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	10:37	UNK_IN	mother	mother	2.5	0.000214009	no
720	2005	25/06/2017	11.68	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	16:05	UNK_IN	mother	mother	2.5	0.000214009	no
721	2011	30/06/2017	11.33	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	16:35	UNK_IN	mother	mother	2.5	0.000214009	no
722	2036	10/07/2017		01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	15:50	UNK_IN	mother	mother	2.5	0.000214009	yes
723	2159	29/11/2017	7.90	01/08/2012	Frankie	5.3	5.5	male	Friska	Friska	07:16	UNK_IN	mother	mother	2.5	0.000214009	yes
724	2208	09/01/2018	12.17	01/11/2014	Eden	3.2	3	female	Ellie	Ellie	16:30	UNK_IN	mother	mother	2.5	0.000214009	no
725	2291	11/03/2018	11.42	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	13:01	UNK_IN	mother	mother	2.5	0.000214009	no
726	2383	02/06/2018	11.30	01/07/2010	Lois	7.9	8	male	Lisa	Lisa	09:25	UNK_IN	mother	mother	2.5	0.000214009	
727	2553	19/12/2018	12.28	01/11/2014	Eden	4.1	4	female	Ellie	Ellie	17:53	UNK_IN	mother	mother	2.5	0.000214009	yes
728	2553	19/12/2018	12.28	01/11/2014	Eden	4.1	4	female	Ellie	Ellie	17:54	UNK_IN	mother	mother	2.5	0.000214009	no
729	1008	12/06/2013	8.87	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:10	UNK_LV	mother	mother	0	0.00115667	
730	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	10:16	UNK_LV	mother	mother	0	0.00115667	yes
731	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:31	UNK_LV	mother	mother	0	0.00115667	
732	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:13	UNK_LV	mother	mother	0	0.00115667	no
733	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	14:26	UNK_LV	mother	mother	0	0.00115667	no
734	1322	09/04/2014	14.00	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	15:54	UNK_LV	mother	mother	0	0.00115667	yes
735	2102	02/09/2017	8.00	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	11:39	UNK_LV	mother	mother	0	0.00115667	
736	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	12:13	UNK_LV	mother	mother	0	0.00115667	
737	2543	15/12/2018	7.30	01/04/2012	Cinnamon	6.7	6.5	female	Cissy	Cissy	13:02	UNK_LV	mother	mother	0	0.00115667	no
738	1768	05/02/2017	11.83	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:46	UNK_VE	mother	mother	4	0.000601265	yes
739	1768	05/02/2017	11.83	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:51	UNK_VE	mother	mother	4	0.000601265	yes
740	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	16:10	UNK_VE	mother	mother	4	0.000601265	no
741	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:29	UNK_VE	mother	mother	4	0.000601265	yes
742	1283	12/03/2014	12.18	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	13:45	UNK_VE	mother	mother	4	0.000601265	yes
743	1302	24/03/2014	11.80	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	14:23	UNK_VE	mother	mother	4	0.000601265	yes
744	1304	25/03/2014		01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	14:46	UNK_VE	mother	mother	4	0.000601265	no
745	2011	30/06/2017	11.33	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	11:38	UNK_VE	mother	mother	4	0.000601265	yes
746	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:00	UNK_LV	mother	mother	0	0.00115667	yes
747	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	17:15	UNK_LV	mother	mother	0	0.00115667	no
748	1148	29/10/2013	4.10	01/04/2012	Cinnamon	1.6	1.5	female	Cissy	Cissy	16:15	UNK_LV	mother	mother	0	0.00115667	no
749	1148	29/10/2013	4.10	01/04/2012	Cinnamon	1.6	1.5	female	Cissy	Cissy	16:24	UNK_LV	mother	mother	0	0.00115667	no
750	1259	23/02/2014	3.20	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	15:05	UNK_LV	mother	mother	0	0.00115667	no
751	4	29/06/2007	11.80	01/01/2006	Ronaldo	1.5	1.5	male	Raffi	Raffi	14:58	UNK_LV	mother	mother	0	0.00115667	
752	4	29/06/2007	11.80	01/01/2006	Ronaldo	1.5	1.5	male	Raffi	Raffi	15:28	MLK_FR	mother	mother	2.35	0.246574575	
